Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft
"08136027";"Gschwend";"Gemeinden";"21.410,24";"24.018,07";"26.059,08";"30.584,39"
"08136028";"Heubach, Stadt";"Gemeinden";"21.229,38";"23.609,83";"25.238,37";"29.388,24"
"08136029";"Heuchlingen";"Gemeinden";"23.262,66";"25.941,40";"27.159,44";"31.551,30"
"08136033";"Hüttlingen";"Gemeinden";"23.841,81";"25.952,29";"28.013,13";"32.956,13"
"08136034";"Iggingen";"Gemeinden";"22.828,38";"25.110,59";"26.449,40";"31.096,08"
"08136035";"Jagstzell";"Gemeinden";"20.924,36";"23.411,08";"25.496,50";"29.805,48"
"08136037";"Kirchheim am Ries";"Gemeinden";"19.655,52";"21.671,85";"23.994,03";"28.671,99"
"08136038";"Lauchheim, Stadt";"Gemeinden";"22.513,87";"25.408,61";"26.769,93";"31.394,39"
"08136040";"Leinzell";"Gemeinden";"20.373,70";"22.489,97";"24.013,92";"27.850,62"
"08136042";"Lorch, Stadt";"Gemeinden";"22.992,24";"25.443,70";"26.858,83";"31.087,08"
"08136043";"Mögglingen";"Gemeinden";"22.760,87";"25.766,56";"27.854,13";"32.045,59"
"08136044";"Mutlangen";"Gemeinden";"25.037,57";"27.225,80";"29.105,99";"33.615,42"
"08136045";"Neresheim, Stadt";"Gemeinden";"20.945,83";"23.656,93";"25.601,09";"29.712,06"
"08136046";"Neuler";"Gemeinden";"22.678,79";"24.990,66";"27.642,00";"33.102,36"
"08136049";"Obergröningen";"Gemeinden";"19.994,48";"22.374,11";"24.565,44";"28.226,32"
"08136050";"Oberkochen, Stadt";"Gemeinden";"23.531,32";"25.528,28";"27.671,72";"32.084,49"
"08136060";"Rosenberg";"Gemeinden";"28.603,09";"32.998,00";"36.776,03";"43.518,42"
"08136061";"Ruppertshofen";"Gemeinden";"19.906,21";"22.726,88";"24.911,29";"28.841,86"
"08136062";"Schechingen";"Gemeinden";"21.000,69";"23.478,68";"25.396,81";"29.576,21"
"08136065";"Schwäbisch Gmünd, Stadt";"Gemeinden";"21.573,48";"23.622,58";"25.484,77";"29.542,82"
"08136066";"Spraitbach";"Gemeinden";"21.596,81";"24.155,59";"26.052,06";"30.252,32"
"08136068";"Stödtlen";"Gemeinden";"20.236,23";"23.151,16";"25.006,67";"28.714,03"
"08136070";"Täferrot";"Gemeinden";"23.215,87";"24.235,16";"25.987,50";"31.079,36"
"08136071";"Tannhausen";"Gemeinden";"20.855,68";"23.105,28";"25.733,13";"30.110,03"
"08136075";"Unterschneidheim";"Gemeinden";"21.343,51";"23.776,78";"26.258,79";"30.590,68"
"08136079";"Waldstetten";"Gemeinden";"23.794,88";"26.108,94";"27.351,02";"31.783,03"
"08136082";"Westhausen";"Gemeinden";"21.716,55";"24.598,87";"26.565,14";"30.981,91"
"08136084";"Wört";"Gemeinden";"18.930,33";"21.593,13";"23.362,14";"27.266,70"
"08136087";"Riesbürg";"Gemeinden";"21.375,03";"23.819,22";"25.876,39";"29.925,59"
"08136088";"Aalen, Stadt";"Gemeinden";"23.445,83";"26.123,13";"27.631,64";"32.180,50"
"08136089";"Rainau";"Gemeinden";"21.927,63";"24.190,89";"26.322,66";"30.930,75"
"08211000";"Baden-Baden, Stadt";"Gemeinden";"26.926,06";"28.883,43";"30.063,25";"35.090,53"
"08212000";"Karlsruhe, Stadt";"Gemeinden";"23.111,14";"25.145,36";"26.390,95";"30.438,97"
"08215007";"Bretten, Stadt";"Gemeinden";"22.138,76";"24.397,27";"25.938,50";"29.974,18"
"08215009";"Bruchsal, Stadt";"Gemeinden";"22.729,74";"25.662,65";"26.961,42";"31.362,59"
"08215017";"Ettlingen, Stadt";"Gemeinden";"25.923,20";"28.035,07";"29.954,88";"34.454,25"
"08215021";"Forst";"Gemeinden";"23.788,31";"26.094,68";"28.156,91";"32.183,57"
"08215025";"Gondelsheim";"Gemeinden";"22.246,53";"23.924,90";"26.330,08";"30.775,42"
"08215029";"Hambrücken";"Gemeinden";"22.349,62";"24.726,18";"26.502,18";"30.932,47"
"08215039";"Kronau";"Gemeinden";"22.900,24";"24.782,37";"26.783,72";"31.024,94"
"08215040";"Kürnbach";"Gemeinden";"21.628,67";"23.378,81";"25.428,38";"29.566,64"
"08215046";"Malsch";"Gemeinden";"23.739,19";"25.894,84";"27.393,32";"31.803,77"
"08215047";"Marxzell";"Gemeinden";"23.686,61";"26.715,62";"28.504,51";"32.923,16"
"08215059";"Oberderdingen, Stadt";"Gemeinden";"21.395,16";"23.016,67";"24.840,07";"29.166,41"
"08215064";"Östringen, Stadt";"Gemeinden";"22.190,07";"24.405,40";"26.280,26";"30.677,79"
"08215066";"Philippsburg, Stadt";"Gemeinden";"20.639,30";"22.289,84";"24.091,91";"27.990,79"
"08215082";"Sulzfeld";"Gemeinden";"21.134,34";"23.141,46";"25.259,68";"29.521,73"
"08215084";"Ubstadt-Weiher";"Gemeinden";"23.157,81";"25.424,16";"26.973,67";"31.386,18"
"08215089";"Walzbachtal";"Gemeinden";"23.221,85";"25.646,37";"26.975,81";"31.108,12"
"08215090";"Weingarten (Baden)";"Gemeinden";"24.354,57";"26.471,17";"27.680,86";"31.904,04"
"08215094";"Zaisenhausen";"Gemeinden";"22.220,19";"24.386,93";"27.405,21";"31.851,17"
"08215096";"Karlsbad";"Gemeinden";"24.657,56";"27.231,49";"29.161,49";"33.723,05"
"08215097";"Kraichtal, Stadt";"Gemeinden";"21.566,55";"23.444,12";"25.257,05";"29.587,86"
"08215099";"Graben-Neudorf";"Gemeinden";"22.407,08";"24.933,42";"26.512,36";"30.798,53"
"08215100";"Bad Schönborn";"Gemeinden";"22.865,47";"25.369,22";"26.555,09";"31.154,29"
"08215101";"Pfinztal";"Gemeinden";"23.559,27";"25.650,78";"27.017,30";"31.434,17"
"08215102";"Eggenstein-Leopoldshafen";"Gemeinden";"24.732,97";"26.561,82";"27.792,65";"32.423,65"
"08215103";"Karlsdorf-Neuthard";"Gemeinden";"23.276,60";"25.236,77";"26.564,07";"31.170,12"
"08215105";"Linkenheim-Hochstetten";"Gemeinden";"22.886,25";"25.183,74";"27.045,33";"31.337,86"
"08215106";"Waghäusel, Stadt";"Gemeinden";"22.047,05";"23.914,70";"25.897,37";"30.086,86"
"08215107";"Oberhausen-Rheinhausen";"Gemeinden";"22.146,90";"23.906,38";"25.590,16";"29.773,37"
"08215108";"Rheinstetten, Stadt";"Gemeinden";"23.875,35";"25.865,72";"27.270,39";"31.476,95"
"08215109";"Stutensee, Stadt";"Gemeinden";"24.345,09";"26.236,85";"27.318,98";"31.484,41"
"08215110";"Waldbronn";"Gemeinden";"27.173,81";"29.094,75";"30.089,00";"34.993,60"
"08215111";"Dettenheim";"Gemeinden";"22.618,35";"24.997,61";"27.123,28";"31.745,40"
"08216002";"Au am Rhein";"Gemeinden";"23.813,38";"26.282,52";"28.378,06";"33.357,54"
"08216005";"Bietigheim";"Gemeinden";"22.615,25";"25.072,54";"26.941,34";"31.036,21"
"08216006";"Bischweier";"Gemeinden";"23.384,02";"25.594,18";"27.266,64";"31.203,83"
"08216007";"Bühl, Stadt";"Gemeinden";"23.633,21";"26.183,20";"28.016,40";"32.646,06"
"08216008";"Bühlertal";"Gemeinden";"22.355,79";"24.481,10";"26.397,93";"30.678,68"
"08216009";"Durmersheim";"Gemeinden";"23.205,79";"25.241,79";"26.687,36";"31.189,37"
"08216012";"Elchesheim-Illingen";"Gemeinden";"23.122,05";"25.805,33";"28.000,92";"32.225,04"
"08216013";"Forbach";"Gemeinden";"20.714,26";"22.971,34";"24.379,11";"28.300,77"
"08216015";"Gaggenau, Stadt";"Gemeinden";"22.987,51";"24.914,24";"26.579,21";"30.908,10"
"08216017";"Gernsbach, Stadt";"Gemeinden";"22.174,08";"24.952,65";"26.171,04";"30.514,78"
"08216022";"Hügelsheim";"Gemeinden";"18.940,04";"21.387,09";"23.252,43";"27.087,65"
"08216023";"Iffezheim";"Gemeinden";"23.075,87";"25.813,50";"27.705,61";"32.141,27"
"08216024";"Kuppenheim, Stadt";"Gemeinden";"23.838,49";"25.891,26";"27.331,21";"31.709,83"
"08216028";"Lichtenau, Stadt";"Gemeinden";"20.701,32";"23.073,78";"25.090,55";"28.990,70"
"08216029";"Loffenau";"Gemeinden";"21.794,67";"24.651,16";"26.585,13";"30.688,87"
"08216033";"Muggensturm";"Gemeinden";"23.565,27";"26.269,99";"27.668,79";"32.430,73"
"08216039";"Ötigheim";"Gemeinden";"23.883,50";"25.831,94";"28.181,49";"33.227,34"
"08216041";"Ottersweier";"Gemeinden";"22.012,29";"24.731,33";"26.663,15";"30.722,93"
"08216043";"Rastatt, Stadt";"Gemeinden";"20.824,38";"22.932,42";"24.625,80";"28.848,47"
"08216049";"Sinzheim";"Gemeinden";"24.170,90";"26.567,63";"28.396,64";"32.981,66"
"08216052";"Steinmauern";"Gemeinden";"23.525,41";"25.844,17";"27.736,44";"32.211,14"
"08216059";"Weisenbach";"Gemeinden";"20.765,03";"23.043,59";"24.410,71";"28.091,65"
"08216063";"Rheinmünster";"Gemeinden";"21.658,47";"24.234,35";"25.612,00";"29.436,64"
"08221000";"Heidelberg, Stadt";"Gemeinden";"22.721,10";"25.627,62";"27.020,37";"31.392,38"
"08222000";"Mannheim, Universitätsstadt";"Gemeinden";"20.885,33";"22.702,21";"23.760,06";"27.660,43"
"08225001";"Adelsheim, Stadt";"Gemeinden";"19.522,26";"21.918,13";"23.749,04";"27.819,98"
"08225002";"Aglasterhausen";"Gemeinden";"21.644,25";"23.369,33";"25.015,97";"29.221,80"
"08225009";"Billigheim";"Gemeinden";"21.590,94";"24.041,64";"26.400,49";"30.497,50"
"08225010";"Binau";"Gemeinden";"22.815,21";"25.417,48";"28.000,91";"33.053,74"
"08225014";"Buchen (Odenwald), Stadt";"Gemeinden";"21.033,51";"23.517,84";"25.832,60";"30.236,87"
"08225024";"Fahrenbach";"Gemeinden";"23.082,91";"24.901,19";"27.372,91";"31.830,79"
"08225032";"Hardheim";"Gemeinden";"21.293,26";"23.594,03";"25.314,68";"29.486,06"
"08225033";"Haßmersheim";"Gemeinden";"21.951,01";"23.481,81";"25.395,00";"29.505,22"
"08225039";"Höpfingen";"Gemeinden";"21.328,39";"23.890,68";"25.996,18";"30.524,98"
"08225042";"Hüffenhardt";"Gemeinden";"21.042,72";"23.722,11";"25.870,33";"29.717,97"
"08225052";"Limbach";"Gemeinden";"21.768,24";"24.363,76";"26.277,65";"30.751,68"
"08225058";"Mosbach, Stadt";"Gemeinden";"21.513,55";"23.995,13";"25.281,69";"29.308,94"
"08225060";"Mudau";"Gemeinden";"20.026,71";"22.445,92";"24.627,85";"28.664,06"
"08225064";"Neckargerach";"Gemeinden";"21.339,96";"23.910,65";"25.418,03";"29.739,79"
"08225067";"Neckarzimmern";"Gemeinden";"20.226,43";"22.036,48";"23.998,26";"27.901,47"
"08225068";"Neunkirchen";"Gemeinden";"21.096,00";"23.465,10";"24.998,54";"29.653,76"
"08225074";"Obrigheim";"Gemeinden";"21.660,29";"23.793,08";"25.500,57";"29.662,40"
"08225075";"Osterburken, Stadt";"Gemeinden";"20.801,01";"23.058,93";"24.966,99";"29.079,07"
"08225082";"Rosenberg";"Gemeinden";"20.437,60";"22.848,82";"24.774,56";"28.420,44"
"08225091";"Seckach";"Gemeinden";"19.410,31";"21.910,91";"24.017,98";"27.583,12"
"08225109";"Walldürn, Stadt";"Gemeinden";"20.588,48";"22.846,08";"24.730,50";"28.847,33"
"08225113";"Zwingenberg";"Gemeinden";"21.822,31";"23.879,49";"25.671,98";"29.940,37"
"08225114";"Ravenstein, Stadt";"Gemeinden";"20.985,72";"23.956,84";"25.794,85";"30.088,65"
"08225115";"Schefflenz";"Gemeinden";"20.713,65";"23.351,74";"25.764,34";"30.044,10"
"08225116";"Schwarzach";"Gemeinden";"16.286,32";"18.589,43";"20.445,90";"23.837,91"
"08225117";"Elztal";"Gemeinden";"21.858,57";"24.380,46";"26.475,43";"30.690,37"
"08225118";"Waldbrunn";"Gemeinden";"21.934,49";"24.407,33";"26.433,12";"30.999,34"
"08226003";"Altlußheim";"Gemeinden";"22.484,97";"24.650,29";"26.789,86";"31.332,75"
"08226006";"Bammental";"Gemeinden";"23.044,71";"25.947,44";"27.739,91";"32.384,08"
"08226009";"Brühl";"Gemeinden";"24.279,13";"26.278,62";"28.088,61";"32.707,44"
"08226010";"Dielheim";"Gemeinden";"22.921,97";"25.663,48";"27.425,38";"32.305,11"
"08226012";"Dossenheim";"Gemeinden";"24.087,70";"26.049,53";"27.613,83";"32.004,50"
"08226013";"Eberbach, Stadt";"Gemeinden";"21.249,81";"23.656,66";"25.346,84";"29.537,86"
"08226017";"Epfenbach";"Gemeinden";"22.990,85";"25.970,15";"27.263,10";"31.563,08"
"08226018";"Eppelheim, Stadt";"Gemeinden";"21.118,92";"22.737,90";"24.007,44";"28.014,53"
"08226020";"Eschelbronn";"Gemeinden";"20.689,41";"23.025,46";"25.205,57";"29.066,89"
"08226022";"Gaiberg";"Gemeinden";"27.408,77";"30.889,59";"32.551,66";"38.468,42"
"08226027";"Heddesbach";"Gemeinden";"21.489,67";"24.628,19";"25.614,13";"29.848,85"
"08226028";"Heddesheim";"Gemeinden";"23.425,30";"25.371,11";"26.840,52";"31.345,48"
"08226029";"Heiligkreuzsteinach";"Gemeinden";"22.065,55";"24.754,48";"26.652,26";"31.029,24"
"08226031";"Hemsbach, Stadt";"Gemeinden";"22.206,67";"24.284,91";"25.893,15";"29.974,20"
"08226032";"Hockenheim, Stadt";"Gemeinden";"22.347,57";"24.520,58";"26.027,48";"30.385,23"
"08226036";"Ilvesheim";"Gemeinden";"24.925,19";"28.006,67";"29.868,80";"34.704,41"
"08226037";"Ketsch";"Gemeinden";"23.882,27";"26.317,69";"27.431,41";"31.846,51"
"08226038";"Ladenburg, Stadt";"Gemeinden";"24.628,43";"26.711,52";"28.253,35";"32.968,50"
"08226040";"Laudenbach";"Gemeinden";"24.052,66";"26.498,96";"28.569,47";"33.349,98"
"08226041";"Leimen, Stadt";"Gemeinden";"21.413,39";"23.460,56";"25.205,27";"29.391,17"
"08226046";"Malsch";"Gemeinden";"23.329,13";"26.278,01";"28.436,12";"33.141,12"
"08226048";"Mauer";"Gemeinden";"23.566,33";"26.124,99";"28.182,44";"32.989,44"
"08226049";"Meckesheim";"Gemeinden";"22.242,03";"24.589,56";"26.545,69";"31.080,45"
"08226054";"Mühlhausen";"Gemeinden";"23.153,38";"25.792,51";"27.973,04";"32.498,41"
"08226055";"Neckarbischofsheim, Stadt";"Gemeinden";"21.299,77";"24.084,94";"25.962,85";"30.033,25"
"08226056";"Neckargemünd, Stadt";"Gemeinden";"24.489,68";"27.478,10";"29.584,13";"34.390,33"
"08226058";"Neidenstein";"Gemeinden";"21.120,86";"23.231,06";"25.110,27";"29.291,47"
"08226059";"Neulußheim";"Gemeinden";"22.875,04";"24.941,99";"26.815,23";"31.125,06"
"08226060";"Nußloch";"Gemeinden";"23.795,65";"26.394,03";"28.634,12";"33.419,04"
"08226062";"Oftersheim";"Gemeinden";"23.527,06";"26.079,21";"27.792,29";"32.273,20"
"08226063";"Plankstadt";"Gemeinden";"23.517,93";"25.620,41";"27.464,44";"31.987,81"
"08226065";"Rauenberg, Stadt";"Gemeinden";"24.021,60";"27.098,34";"29.339,34";"33.995,19"
"08226066";"Reichartshausen";"Gemeinden";"21.522,69";"23.694,42";"25.653,88";"29.829,89"
"08226068";"Reilingen";"Gemeinden";"22.783,12";"25.218,46";"27.184,26";"31.702,32"
"08226076";"Sandhausen";"Gemeinden";"23.386,38";"25.556,51";"27.353,71";"31.817,46"
"08226080";"Schönau, Stadt";"Gemeinden";"20.589,09";"23.119,69";"25.086,84";"29.277,42"
"08226081";"Schönbrunn";"Gemeinden";"21.478,26";"24.426,30";"26.359,16";"30.494,27"
"08226082";"Schriesheim, Stadt";"Gemeinden";"27.455,96";"29.309,32";"30.328,40";"35.273,45"
"08226084";"Schwetzingen, Stadt";"Gemeinden";"23.512,33";"26.075,92";"27.998,99";"32.776,47"
"08226085";"Sinsheim, Stadt";"Gemeinden";"21.726,89";"24.210,06";"25.904,80";"30.019,38"
"08226086";"Spechbach";"Gemeinden";"21.757,05";"24.074,61";"26.388,04";"30.970,53"
"08226091";"Waibstadt, Stadt";"Gemeinden";"20.361,50";"22.870,28";"24.996,55";"28.964,13"
"08226095";"Walldorf, Stadt";"Gemeinden";"25.192,61";"27.498,94";"29.683,35";"34.860,44"
"08226096";"Weinheim, Stadt";"Gemeinden";"25.070,18";"27.233,25";"29.331,67";"34.023,26"
"08226097";"Wiesenbach";"Gemeinden";"24.500,72";"27.342,43";"28.733,27";"33.183,90"
"08226098";"Wiesloch, Stadt";"Gemeinden";"22.766,28";"25.461,70";"27.563,32";"32.164,57"
"08226099";"Wilhelmsfeld";"Gemeinden";"24.131,99";"26.586,19";"28.768,23";"33.685,90"
"08226101";"Zuzenhausen";"Gemeinden";"22.855,75";"25.464,74";"27.559,20";"31.587,82"
"08226102";"Angelbachtal";"Gemeinden";"22.781,00";"25.715,49";"27.735,49";"32.167,52"
"08226103";"St. Leon-Rot";"Gemeinden";"22.910,26";"25.446,42";"27.667,60";"32.215,53"
"08226104";"Lobbach";"Gemeinden";"22.191,83";"24.793,82";"26.217,06";"30.528,18"
"08226105";"Edingen-Neckarhausen";"Gemeinden";"23.488,68";"25.895,54";"26.806,90";"31.305,19"
"08226106";"Helmstadt-Bargen";"Gemeinden";"20.993,48";"23.525,80";"24.928,68";"28.952,01"
"08226107";"Hirschberg an der Bergstraße";"Gemeinden";"26.938,39";"29.558,93";"30.669,34";"35.662,60"
"08231000";"Pforzheim, Stadt";"Gemeinden";"22.382,26";"24.366,82";"25.590,85";"29.657,08"
"08235006";"Altensteig, Stadt";"Gemeinden";"20.524,78";"23.042,50";"25.044,75";"29.145,65"
"08235007";"Althengstett";"Gemeinden";"23.998,29";"26.617,93";"28.595,03";"33.315,13"
"08235008";"Bad Liebenzell, Stadt";"Gemeinden";"22.332,59";"24.861,51";"26.794,93";"31.265,90"
"08235018";"Dobel";"Gemeinden";"22.469,07";"25.041,39";"26.814,51";"30.996,26"
"08235020";"Ebhausen";"Gemeinden";"21.179,01";"23.442,81";"25.290,61";"29.375,63"
"08235022";"Egenhausen";"Gemeinden";"21.052,44";"23.743,61";"25.992,02";"30.388,87"
"08235025";"Enzklösterle";"Gemeinden";"20.976,28";"23.405,52";"24.529,73";"28.398,46"
"08235029";"Gechingen";"Gemeinden";"31.193,82";"33.104,72";"33.772,99";"39.056,17"
"08235032";"Haiterbach, Stadt";"Gemeinden";"21.124,98";"24.021,41";"25.571,68";"30.116,59"
"08235033";"Bad Herrenalb, Stadt";"Gemeinden";"22.811,91";"24.932,35";"26.380,59";"30.773,09"
"08235035";"Höfen an der Enz";"Gemeinden";"22.047,03";"23.985,20";"25.695,17";"29.766,99"
"08235046";"Nagold, Stadt";"Gemeinden";"22.667,39";"25.489,63";"27.408,53";"31.827,24"
"08235047";"Neubulach, Stadt";"Gemeinden";"23.334,73";"25.965,55";"27.428,37";"32.169,45"
"08235050";"Neuweiler";"Gemeinden";"21.167,68";"23.639,54";"26.144,37";"30.116,61"
"08235055";"Oberreichenbach";"Gemeinden";"21.785,79";"24.162,96";"25.536,00";"29.657,60"
"08235057";"Ostelsheim";"Gemeinden";"25.907,70";"28.041,96";"28.786,43";"33.780,39"
"08235060";"Rohrdorf";"Gemeinden";"22.441,55";"25.127,83";"26.845,69";"31.206,35"
"08235065";"Schömberg";"Gemeinden";"19.372,64";"22.319,13";"24.513,65";"28.626,49"
"08235066";"Simmersfeld";"Gemeinden";"20.358,71";"22.829,60";"24.921,05";"29.663,05"
"08235067";"Simmozheim";"Gemeinden";"24.489,45";"26.589,27";"28.672,84";"33.264,74"
"08235073";"Unterreichenbach";"Gemeinden";"22.055,72";"24.858,15";"25.887,16";"29.871,29"
"08235079";"Bad Wildbad, Stadt";"Gemeinden";"21.032,16";"22.810,09";"23.624,54";"27.652,25"
"08235080";"Wildberg, Stadt";"Gemeinden";"22.539,66";"24.683,99";"26.510,29";"30.991,90"
"08235084";"Bad Teinach-Zavelstein, Stadt";"Gemeinden";"21.824,49";"24.525,07";"26.485,19";"30.840,00"
"08235085";"Calw, Stadt";"Gemeinden";"21.971,10";"24.345,69";"25.866,86";"29.962,79"
"08236004";"Birkenfeld";"Gemeinden";"24.468,65";"26.338,63";"28.445,95";"32.810,75"
"08236011";"Eisingen";"Gemeinden";"24.584,17";"26.307,61";"27.440,45";"31.744,56"
"08236013";"Engelsbrand";"Gemeinden";"26.852,91";"28.566,53";"29.912,28";"34.449,45"
"08236019";"Friolzheim";"Gemeinden";"24.599,89";"26.645,79";"27.951,65";"32.751,43"
"08236025";"Heimsheim, Stadt";"Gemeinden";"24.608,47";"26.857,44";"28.426,94";"33.585,06"
"08236028";"Illingen";"Gemeinden";"23.899,84";"25.305,65";"26.676,99";"30.626,74"
"08236030";"Ispringen";"Gemeinden";"24.296,06";"25.986,07";"27.150,98";"31.275,84"
"08236031";"Kieselbronn";"Gemeinden";"24.550,76";"27.262,31";"29.372,07";"33.952,82"
"08236033";"Knittlingen, Stadt";"Gemeinden";"22.549,04";"24.195,04";"25.922,28";"29.630,90"
"08236038";"Maulbronn, Stadt";"Gemeinden";"22.272,72";"24.326,53";"26.439,51";"30.705,20"
"08236039";"Mönsheim";"Gemeinden";"28.848,55";"31.340,48";"32.583,36";"38.003,10"
"08236040";"Mühlacker, Stadt";"Gemeinden";"22.536,78";"24.204,55";"26.097,18";"30.178,07"
"08236043";"Neuenbürg, Stadt";"Gemeinden";"23.841,40";"25.665,64";"26.469,75";"30.676,68"
"08236044";"Neuhausen";"Gemeinden";"23.874,22";"25.973,57";"28.251,25";"32.988,96"
"08236046";"Niefern-Öschelbronn";"Gemeinden";"24.143,29";"26.123,61";"27.137,22";"31.567,46"
"08236050";"Ötisheim";"Gemeinden";"23.187,51";"25.350,71";"27.267,58";"31.405,93"
"08236061";"Sternenfels";"Gemeinden";"22.103,43";"24.343,49";"26.281,04";"30.329,25"
"08236062";"Tiefenbronn";"Gemeinden";"26.470,48";"28.537,30";"30.707,99";"35.294,79"
"08236065";"Wiernsheim";"Gemeinden";"24.650,36";"27.813,85";"29.244,22";"33.898,25"
"08236067";"Wimsheim";"Gemeinden";"24.427,38";"27.080,06";"29.475,15";"33.800,78"
"08236068";"Wurmberg";"Gemeinden";"24.047,42";"26.677,00";"28.881,63";"33.482,49"
"08236070";"Keltern";"Gemeinden";"24.715,82";"27.211,83";"28.171,92";"32.785,69"
"08236071";"Remchingen";"Gemeinden";"23.506,88";"25.549,80";"27.651,13";"32.303,63"
"08236072";"Straubenhardt";"Gemeinden";"24.184,99";"26.593,84";"28.775,71";"33.248,20"
"08236073";"Neulingen";"Gemeinden";"24.639,99";"26.405,96";"28.173,42";"32.666,15"
"08236074";"Kämpfelbach";"Gemeinden";"23.251,34";"25.592,69";"27.445,37";"31.624,46"
"08236075";"Ölbronn-Dürrn";"Gemeinden";"23.459,54";"25.536,71";"27.849,27";"32.270,85"
"08236076";"Königsbach-Stein";"Gemeinden";"25.286,25";"27.780,91";"29.385,61";"34.077,21"
"08237002";"Alpirsbach, Stadt";"Gemeinden";"22.110,42";"23.687,47";"25.456,05";"29.678,00"
"08237004";"Baiersbronn";"Gemeinden";"20.489,36";"22.989,80";"24.733,44";"28.861,66"
"08237019";"Dornstetten, Stadt";"Gemeinden";"22.818,08";"25.551,03";"27.713,74";"32.048,21"
"08237024";"Empfingen";"Gemeinden";"25.995,87";"28.304,37";"29.221,26";"34.008,28"
"08237027";"Eutingen im Gäu";"Gemeinden";"21.969,99";"24.609,96";"27.016,05";"31.088,12"
"08237028";"Freudenstadt, Stadt";"Gemeinden";"22.866,72";"25.415,10";"27.295,46";"31.674,61"
"08237030";"Glatten";"Gemeinden";"22.507,62";"24.678,87";"26.883,19";"30.973,05"
"08237032";"Grömbach";"Gemeinden";"19.397,07";"22.114,67";"24.340,67";"28.091,10"
"08237040";"Horb am Neckar, Stadt";"Gemeinden";"21.569,38";"23.939,91";"25.953,99";"30.152,48"
"08237045";"Loßburg";"Gemeinden";"24.151,09";"27.305,62";"29.639,23";"34.562,65"
"08237054";"Pfalzgrafenweiler";"Gemeinden";"21.945,95";"24.336,17";"26.628,10";"31.216,02"
"08237061";"Schopfloch";"Gemeinden";"23.032,47";"25.730,19";"27.956,84";"32.559,19"
"08237072";"Wörnersberg";"Gemeinden";"16.218,26";"18.696,67";"20.935,77";"24.008,51"
"08237073";"Seewald";"Gemeinden";"21.459,05";"23.486,81";"25.354,86";"29.205,35"
"08237074";"Waldachtal";"Gemeinden";"25.188,33";"27.176,99";"29.371,05";"34.359,48"
"08237075";"Bad Rippoldsau-Schapbach";"Gemeinden";"22.634,30";"24.332,84";"26.278,39";"31.014,45"
"08311000";"Freiburg im Breisgau, Stadt";"Gemeinden";"20.464,54";"22.823,45";"24.226,76";"28.160,73"
"08315003";"Au";"Gemeinden";"31.505,06";"33.844,55";"35.458,52";"40.885,07"
"08315004";"Auggen";"Gemeinden";"23.583,52";"26.275,38";"27.538,97";"32.315,49"
"08315006";"Bad Krozingen, Stadt";"Gemeinden";"23.560,09";"25.839,37";"27.113,11";"31.669,19"
