Kennziffer;Raumeinheit;Aggregat;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen;Steuereinnahmen
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"03151003";"Bergfeld";"Gemeinden";"403,29";"290,39";"262,24";"320,13";"408,32";"512,56";"585,81";"684,82";"737,41"
"03151004";"Bokensdorf";"Gemeinden";"470,50";"378,16";"315,67";"350,00";"531,15";"540,22";"603,25";"900,17";"988,45"
"03151005";"Brome, Flecken";"Gemeinden";"471,86";"410,04";"348,08";"375,73";"522,10";"601,37";"738,40";"817,08";"939,59"
"03151006";"Calberlah";"Gemeinden";"455,19";"375,21";"351,85";"348,98";"507,43";"622,02";"775,13";"867,01";"906,09"
"03151007";"Dedelstorf";"Gemeinden";"349,32";"387,61";"327,22";"278,46";"381,76";"1.070,08";"773,53";"849,94";"1.029,36"
"03151008";"Ehra-Lessien";"Gemeinden";"429,72";"703,51";"761,79";"369,17";"701,03";"974,89";"807,72";"844,01";"1.216,98"
"03151009";"Gifhorn, Stadt";"Gemeinden";"520,61";"534,11";"594,02";"681,35";"645,47";"944,82";"1.058,92";"1.168,57";"1.285,70"
"03151010";"Groß Oesingen";"Gemeinden";"432,81";"463,48";"350,98";"322,34";"495,04";"668,58";"792,68";"1.044,20";"1.020,76"
"03151011";"Hankensbüttel";"Gemeinden";"368,82";"603,88";"486,09";"558,42";"636,24";"891,87";"866,57";"1.045,12";"1.234,18"
"03151012";"Hillerse";"Gemeinden";"388,91";"362,13";"401,19";"354,48";"488,22";"617,31";"759,57";"928,02";"963,57"
"03151013";"Isenbüttel";"Gemeinden";"393,72";"367,09";"408,70";"463,53";"588,49";"1.343,89";"1.091,71";"1.141,39";"1.409,57"
"03151014";"Jembke";"Gemeinden";"501,06";"336,76";"340,86";"382,23";"555,05";"718,25";"847,90";"1.118,97";"1.199,02"
"03151015";"Leiferde";"Gemeinden";"413,96";"362,00";"366,89";"382,02";"476,04";"640,88";"1.004,85";"1.055,87";"1.353,52"
"03151016";"Meine";"Gemeinden";"513,72";"412,38";"416,23";"493,43";"600,76";"714,17";"871,12";"1.013,48";"1.094,78"
"03151017";"Meinersen";"Gemeinden";"329,24";"313,74";"311,68";"369,75";"442,71";"548,60";"695,10";"832,26";"920,33"
"03151018";"Müden (Aller)";"Gemeinden";"352,51";"365,82";"315,94";"365,12";"439,98";"611,96";"957,09";"939,33";"995,23"
"03151019";"Obernholz";"Gemeinden";"318,37";"304,30";"337,95";"349,89";"430,62";"538,98";"766,44";"858,02";"944,25"
"03151020";"Osloß";"Gemeinden";"474,55";"384,08";"379,82";"408,15";"538,18";"628,80";"783,32";"876,54";"865,86"
"03151021";"Parsau";"Gemeinden";"403,79";"360,02";"313,62";"313,56";"464,80";"538,93";"670,11";"780,65";"876,57"
"03151022";"Ribbesbüttel";"Gemeinden";"353,44";"328,87";"324,53";"348,84";"498,35";"633,24";"741,33";"892,89";"986,36"
"03151023";"Rötgesbüttel";"Gemeinden";"447,04";"364,64";"304,99";"363,08";"518,34";"604,62";"702,31";"841,90";"866,09"
"03151024";"Rühen";"Gemeinden";"416,32";"379,80";"352,66";"357,20";"478,30";"560,65";"660,07";"790,05";"894,95"
"03151025";"Sassenburg";"Gemeinden";"379,88";"343,94";"335,06";"375,08";"495,41";"574,90";"707,80";"903,23";"923,90"
"03151026";"Schönewörde";"Gemeinden";"317,84";"322,44";"312,24";"304,21";"500,53";"524,13";"584,25";"732,94";"776,92"
"03151027";"Schwülper";"Gemeinden";"470,66";"399,87";"409,22";"484,74";"589,04";"809,00";"1.086,90";"1.253,38";"1.463,92"
"03151028";"Sprakensehl";"Gemeinden";"446,43";"473,22";"415,20";"381,31";"456,81";"542,90";"637,42";"1.022,39";"999,29"
"03151029";"Steinhorst";"Gemeinden";"680,13";"535,86";"470,31";"994,43";"723,44";"1.034,95";"866,83";"859,98";"3.077,05"
"03151030";"Tappenbeck";"Gemeinden";"658,63";"466,33";"378,83";"409,62";"826,63";"1.242,84";"1.859,01";"1.211,88";"2.011,46"
"03151031";"Tiddische";"Gemeinden";"431,08";"365,40";"338,26";"352,57";"494,15";"615,95";"768,85";"856,33";"930,16"
"03151032";"Tülau";"Gemeinden";"432,07";"413,25";"364,01";"334,48";"499,34";"625,50";"758,66";"999,58";"948,95"
"03151033";"Ummern";"Gemeinden";"338,24";"287,19";"291,03";"278,62";"384,47";"511,05";"615,43";"701,04";"781,88"
"03151034";"Vordorf";"Gemeinden";"440,70";"364,04";"402,93";"395,40";"543,37";"696,57";"826,36";"945,09";"1.016,96"
"03151035";"Wagenhoff";"Gemeinden";"378,94";"356,80";"326,66";"312,50";"443,58";"511,61";"574,00";"653,54";"688,63"
"03151036";"Wahrenholz";"Gemeinden";"359,95";"367,98";"321,87";"329,24";"458,22";"576,17";"694,34";"835,79";"898,12"
"03151037";"Wasbüttel";"Gemeinden";"384,25";"335,99";"330,83";"347,60";"496,86";"615,34";"777,86";"915,63";"943,49"
"03151038";"Wesendorf";"Gemeinden";"371,05";"361,35";"344,10";"373,23";"433,03";"539,86";"579,48";"686,61";"808,01"
"03151039";"Weyhausen";"Gemeinden";"550,24";"737,85";"583,56";"599,54";"630,21";"1.618,27";"1.197,12";"1.150,83";"1.946,59"
"03151040";"Wittingen, Stadt";"Gemeinden";"514,45";"549,65";"526,53";"494,40";"522,70";"888,34";"1.055,76";"1.463,53";"1.757,49"
"03151041";"Didderse";"Gemeinden";"301,15";"355,31";"335,59";"408,51";"516,32";"685,14";"783,70";"989,19";"1.185,86"
"03151501";"Giebel, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03153002";"Bad Harzburg, Stadt";"Gemeinden";"440,65";"430,99";"460,52";"441,15";"539,73";"667,90";"753,44";"853,03";"1.119,37"
"03153008";"Liebenburg";"Gemeinden";"406,92";"422,72";"358,63";"355,42";"451,78";"590,28";"699,10";"997,67";"1.021,63"
"03153012";"Seesen, Stadt";"Gemeinden";"457,83";"438,23";"402,87";"410,28";"668,97";"726,30";"769,03";"916,71";"1.026,48"
"03153016";"Braunlage, Stadt";"Gemeinden";"440,87";"431,29";"443,12";"435,49";"499,47";"661,13";"800,44";"989,93";"1.236,94"
"03153017";"Goslar, Stadt";"Gemeinden";"566,85";"560,50";"521,55";"651,11";"596,90";"823,29";"957,44";"1.240,66";"1.482,51"
"03153018";"Clausthal-Zellerfeld, Berg- und Universitätsstadt";"Gemeinden";"333,33";"316,92";"350,57";"339,46";"391,43";"611,14";"732,47";"783,75";"863,47"
"03153019";"Langelsheim, Stadt";"Gemeinden";"422,52";"463,31";"453,78";"456,76";"574,68";"782,28";"914,78";"1.727,86";"1.486,73"
"03153504";"Harz (Landkreis Goslar), gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03154001";"Bahrdorf";"Gemeinden";"396,89";"334,60";"336,33";"283,42";"377,25";"466,38";"742,90";"1.144,25";"1.007,52"
"03154002";"Beierstedt";"Gemeinden";"299,15";"290,75";"269,23";"245,28";"311,32";"440,00";"622,96";"590,34";"704,08"
"03154004";"Danndorf";"Gemeinden";"433,95";"373,39";"348,59";"338,72";"455,57";"519,30";"610,02";"848,27";"935,88"
"03154005";"Frellstedt";"Gemeinden";"851,74";"473,41";"576,37";"246,41";"537,19";"656,55";"888,78";"1.629,84";"1.313,95"
"03154006";"Gevensleben";"Gemeinden";"310,98";"298,31";"285,71";"324,87";"621,97";"1.006,01";"1.772,42";"1.382,71";"1.526,03"
"03154007";"Grafhorst";"Gemeinden";"481,48";"419,22";"338,83";"324,02";"463,00";"512,65";"600,19";"731,05";"833,17"
"03154008";"Grasleben";"Gemeinden";"547,39";"353,23";"413,75";"788,42";"692,31";"911,51";"876,73";"1.068,85";"1.903,49"
"03154009";"Groß Twülpstedt";"Gemeinden";"483,99";"390,30";"358,48";"379,65";"496,04";"645,43";"803,07";"1.025,18";"1.181,53"
"03154012";"Jerxheim";"Gemeinden";"325,90";"375,74";"327,74";"308,31";"381,48";"510,15";"597,36";"772,89";"778,51"
"03154013";"Königslutter am Elm, Stadt";"Gemeinden";"452,62";"468,25";"432,22";"402,75";"462,76";"600,68";"806,74";"939,06";"1.051,76"
"03154014";"Lehre";"Gemeinden";"544,40";"484,38";"474,14";"460,02";"580,07";"688,05";"830,44";"1.039,07";"1.082,55"
"03154015";"Mariental";"Gemeinden";"370,53";"475,90";"582,46";"581,82";"868,47";"781,47";"1.341,90";"1.111,39";"1.233,62"
"03154016";"Querenhorst";"Gemeinden";"403,88";"302,37";"273,53";"276,34";"364,47";"513,67";"599,42";"755,41";"935,42"
"03154017";"Räbke";"Gemeinden";"367,16";"364,91";"335,77";"294,03";"372,83";"497,00";"586,86";"643,06";"700,32"
"03154018";"Rennau";"Gemeinden";"402,65";"376,57";"291,16";"337,48";"410,11";"540,43";"809,24";"907,72";"1.051,22"
"03154019";"Schöningen, Stadt";"Gemeinden";"606,42";"975,83";"742,30";"442,02";"822,66";"-88,63";"943,21";"807,26";"997,54"
"03154021";"Süpplingen";"Gemeinden";"459,82";"431,51";"327,60";"385,65";"395,35";"493,95";"581,73";"717,41";"989,03"
"03154022";"Süpplingenburg";"Gemeinden";"419,94";"352,62";"319,88";"318,18";"405,97";"520,06";"641,90";"745,31";"802,14"
"03154024";"Velpke";"Gemeinden";"494,60";"426,43";"341,71";"344,81";"455,98";"605,74";"756,37";"980,11";"1.013,91"
"03154025";"Warberg";"Gemeinden";"502,14";"691,56";"482,16";"352,11";"419,86";"455,78";"633,44";"716,94";"764,13"
"03154026";"Wolsdorf";"Gemeinden";"472,42";"533,88";"419,50";"282,53";"330,22";"444,67";"591,94";"630,08";"702,81"
"03154027";"Söllingen";"Gemeinden";"366,18";"361,80";"331,44";"429,11";"237,49";"1.157,99";"723,70";"948,59";"1.110,45"
"03154028";"Helmstedt, Stadt";"Gemeinden";"720,75";"928,11";"840,88";"602,47";"705,83";"766,85";"916,23";"1.083,19";"1.250,65"
"03154501";"Brunsleberfeld, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03154502";"Helmstedt, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03154503";"Königslutter, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03154504";"Mariental, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03154506";"Schöningen, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03155001";"Bad Gandersheim, Stadt";"Gemeinden";"437,13";"473,89";"405,77";"389,76";"548,48";"738,59";"1.009,15";"975,28";"1.083,24"
"03155002";"Bodenfelde, Flecken";"Gemeinden";"304,02";"317,80";"341,94";"319,70";"452,41";"585,40";"621,18";"1.040,44";"973,21"
"03155003";"Dassel, Stadt";"Gemeinden";"394,69";"400,12";"380,58";"519,95";"472,48";"674,93";"750,41";"832,42";"1.268,20"
"03155005";"Hardegsen, Stadt";"Gemeinden";"400,53";"421,62";"364,28";"395,57";"550,60";"678,39";"848,78";"1.026,46";"1.242,17"
"03155006";"Kalefeld";"Gemeinden";"423,46";"498,27";"383,90";"500,83";"491,20";"617,01";"839,59";"898,92";"1.062,97"
"03155007";"Katlenburg-Lindau";"Gemeinden";"426,17";"377,84";"403,22";"385,39";"637,17";"673,36";"831,60";"898,79";"1.035,37"
"03155009";"Moringen, Stadt";"Gemeinden";"449,72";"463,47";"450,50";"510,31";"485,46";"818,59";"866,40";"1.060,86";"1.202,70"
"03155010";"Nörten-Hardenberg, Flecken";"Gemeinden";"445,54";"555,76";"504,06";"550,55";"737,41";"1.105,90";"1.048,03";"1.335,06";"1.549,89"
"03155011";"Northeim, Stadt";"Gemeinden";"534,61";"520,78";"544,66";"718,90";"728,97";"932,62";"1.055,81";"1.241,01";"1.163,29"
"03155012";"Uslar, Stadt";"Gemeinden";"444,80";"368,53";"424,74";"435,35";"537,24";"727,33";"841,24";"1.308,06";"1.123,72"
"03155013";"Einbeck, Stadt";"Gemeinden";"577,76";"594,89";"626,19";"622,89";"628,26";"763,54";"1.018,56";"1.042,36";"961,09"
"03155501";"Solling (Landkreis Northeim), gemfr. Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03157001";"Edemissen";"Gemeinden";"433,45";"393,24";"397,69";"444,30";"630,58";"690,42";"817,21";"942,40";"1.063,74"
"03157002";"Hohenhameln";"Gemeinden";"492,62";"430,96";"564,27";"691,20";"805,56";"1.211,32";"1.053,14";"1.230,89";"1.412,21"
"03157005";"Lengede";"Gemeinden";"430,62";"373,33";"356,64";"417,26";"524,80";"694,23";"791,49";"866,06";"1.022,91"
"03157006";"Peine, Stadt";"Gemeinden";"562,54";"658,26";"478,95";"620,08";"658,12";"800,11";"894,71";"1.019,44";"1.123,89"
"03157007";"Vechelde";"Gemeinden";"496,63";"429,71";"481,70";"525,88";"586,41";"710,83";"825,43";"965,38";"1.030,51"
"03157008";"Wendeburg";"Gemeinden";"504,77";"437,75";"410,06";"455,41";"561,94";"694,38";"869,58";"1.106,95";"1.153,28"
"03157009";"Ilsede";"Gemeinden";"447,21";"416,79";"371,86";"408,71";"488,83";"593,62";"710,58";"812,21";"931,00"
"03158002";"Baddeckenstedt";"Gemeinden";"495,93";"445,28";"452,99";"455,33";"575,04";"647,89";"690,88";"819,60";"975,87"
"03158004";"Burgdorf";"Gemeinden";"461,26";"420,49";"399,60";"421,86";"507,43";"681,62";"823,18";"874,21";"1.015,79"
"03158005";"Cramme";"Gemeinden";"369,66";"313,50";"332,99";"292,76";"409,09";"579,69";"776,38";"958,52";"1.060,03"
"03158006";"Cremlingen";"Gemeinden";"547,51";"569,40";"431,04";"396,42";"534,02";"648,31";"854,09";"972,11";"1.005,88"
"03158007";"Dahlum";"Gemeinden";"318,65";"296,15";"304,74";"299,35";"338,73";"474,93";"555,79";"767,80";"841,26"
"03158008";"Denkte";"Gemeinden";"375,67";"338,96";"373,08";"385,20";"504,41";"626,25";"869,66";"992,23";"1.085,52"
"03158009";"Dettum";"Gemeinden";"380,46";"412,02";"433,51";"382,42";"477,27";"555,75";"652,40";"799,49";"898,75"
"03158010";"Dorstadt";"Gemeinden";"349,42";"328,61";"358,90";"305,08";"382,40";"482,66";"604,80";"658,33";"685,50"
"03158011";"Elbe";"Gemeinden";"356,55";"338,92";"383,94";"333,88";"478,80";"602,16";"739,08";"917,86";"991,89"
"03158012";"Erkerode";"Gemeinden";"412,08";"406,55";"428,43";"388,89";"540,24";"673,66";"824,32";"994,90";"1.107,87"
"03158013";"Evessen";"Gemeinden";"336,93";"338,95";"366,42";"349,89";"466,36";"589,19";"759,17";"879,55";"928,00"
"03158014";"Flöthe";"Gemeinden";"452,64";"345,55";"305,06";"332,26";"405,08";"559,08";"724,29";"869,36";"858,49"
"03158016";"Haverlah";"Gemeinden";"375,33";"333,72";"328,42";"381,46";"549,69";"629,18";"896,45";"944,02";"1.122,92"
"03158017";"Hedeper";"Gemeinden";"349,53";"443,00";"375,86";"391,96";"693,01";"690,80";"847,94";"855,60";"911,91"
"03158018";"Heere";"Gemeinden";"336,36";"299,40";"370,61";"298,84";"395,94";"490,20";"597,23";"723,75";"838,70"
"03158019";"Heiningen";"Gemeinden";"369,28";"291,18";"250,33";"273,83";"368,11";"472,97";"584,72";"749,27";"879,02"
"03158021";"Kissenbrück";"Gemeinden";"384,73";"384,11";"328,70";"336,89";"504,42";"634,51";"809,51";"1.107,70";"1.167,12"
"03158022";"Kneitlingen";"Gemeinden";"480,66";"371,01";"326,28";"286,04";"427,06";"580,49";"802,73";"882,43";"1.022,65"
"03158023";"Ohrum";"Gemeinden";"396,40";"345,17";"344,67";"327,95";"440,71";"554,83";"700,24";"871,67";"964,70"
"03158025";"Roklum";"Gemeinden";"331,54";"317,93";"299,26";"318,46";"384,45";"521,16";"667,15";"683,49";"822,59"
"03158027";"Schöppenstedt, Stadt";"Gemeinden";"452,37";"518,69";"406,23";"400,27";"628,92";"705,62";"928,70";"1.027,73";"1.181,97"
"03158028";"Sehlde";"Gemeinden";"382,98";"375,96";"363,22";"318,50";"380,34";"497,25";"602,18";"719,71";"825,10"
"03158030";"Sickte";"Gemeinden";"394,88";"369,12";"375,48";"388,34";"485,31";"608,09";"746,54";"948,21";"1.018,31"
"03158031";"Uehrde";"Gemeinden";"385,93";"341,35";"324,77";"308,20";"432,65";"499,47";"754,18";"1.090,64";"971,76"
"03158032";"Vahlberg";"Gemeinden";"389,01";"365,98";"366,47";"366,03";"397,21";"521,62";"628,81";"806,60";"902,20"
"03158033";"Veltheim (Ohe)";"Gemeinden";"366,14";"368,99";"333,02";"369,46";"454,98";"603,43";"777,39";"881,33";"993,09"
"03158035";"Winnigstedt";"Gemeinden";"272,73";"269,08";"276,71";"269,68";"416,77";"871,33";"759,09";"1.125,46";"1.572,16"
"03158036";"Wittmar";"Gemeinden";"762,14";"531,88";"582,16";"822,78";"1.008,13";"649,83";"818,38";"1.241,51";"965,32"
"03158037";"Wolfenbüttel, Stadt";"Gemeinden";"623,66";"591,48";"604,30";"663,25";"749,46";"995,27";"1.244,52";"1.535,01";"1.919,54"
"03158038";"Börßum";"Gemeinden";"420,05";"421,96";"355,12";"363,76";"483,87";"569,40";"654,28";"813,54";"855,60"
"03158039";"Schladen-Werla";"Gemeinden";"423,99";"413,53";"451,00";"519,65";"542,33";"958,85";"792,80";"848,89";"1.010,37"
"03158040";"Remlingen-Semmenstedt";"Gemeinden";"400,82";"344,49";"331,98";"361,79";"587,42";"710,02";"788,24";"1.195,55";"1.020,56"
"03158501";"Am Großen Rhode, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03158502";"Barnstorf-Warle, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03158503";"Voigtsdahlum, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03159001";"Adelebsen, Flecken";"Gemeinden";"408,69";"358,23";"409,40";"391,17";"519,10";"578,54";"666,99";"761,05";"863,57"
"03159002";"Bad Grund (Harz)";"Gemeinden";"434,58";"417,74";"392,62";"346,88";"404,63";"511,37";"657,94";"808,82";"917,77"
"03159003";"Bad Lauterberg im Harz, Stadt";"Gemeinden";"472,52";"465,46";"463,20";"461,30";"528,38";"681,10";"864,04";"959,52";"1.066,06"
"03159004";"Bad Sachsa, Stadt";"Gemeinden";"349,95";"344,33";"322,74";"305,53";"380,76";"488,64";"658,74";"832,10";"886,45"
"03159005";"Bilshausen";"Gemeinden";"457,45";"438,93";"585,05";"523,61";"310,20";"710,62";"732,84";"833,46";"808,41"
"03159006";"Bodensee";"Gemeinden";"353,59";"326,67";"344,06";"311,36";"433,16";"501,21";"674,59";"664,61";"1.098,09"
"03159007";"Bovenden, Flecken";"Gemeinden";"536,97";"477,10";"458,90";"514,71";"516,39";"649,79";"901,50";"1.013,99";"1.218,24"
"03159008";"Bühren";"Gemeinden";"400,73";"371,58";"308,11";"298,37";"420,75";"484,96";"669,38";"772,04";"872,72"
"03159009";"Dransfeld, Stadt";"Gemeinden";"482,65";"622,39";"515,82";"545,26";"629,98";"775,87";"902,73";"1.116,65";"1.339,01"
"03159010";"Duderstadt, Stadt";"Gemeinden";"416,36";"451,58";"413,17";"419,81";"538,91";"748,32";"984,15";"1.705,86";"1.096,11"
"03159011";"Ebergötzen";"Gemeinden";"445,65";"429,36";"461,58";"437,37";"548,32";"685,38";"777,64";"872,95";"959,97"
"03159012";"Elbingerode";"Gemeinden";"340,71";"340,47";"339,47";"357,29";"452,27";"689,66";"604,42";"688,85";"974,21"
"03159013";"Friedland";"Gemeinden";"304,79";"329,09";"267,93";"305,86";"319,79";"549,45";"389,12";"411,34";"743,37"
"03159014";"Gieboldehausen, Flecken";"Gemeinden";"397,59";"350,41";"350,05";"368,93";"446,78";"624,94";"687,75";"850,64";"1.166,27"
"03159015";"Gleichen";"Gemeinden";"385,14";"373,39";"374,73";"351,83";"500,32";"646,95";"921,05";"953,41";"1.057,49"
"03159016";"Göttingen, Stadt";"Gemeinden";"591,43";"608,75";"609,74";"735,76";"745,54";"1.181,67";"1.255,63";"1.626,64";"1.935,67"
"03159017";"Hann. Münden, Stadt";"Gemeinden";"578,91";"633,55";"670,28";"663,42";"740,18";"924,58";"1.109,25";"1.231,74";"1.847,21"
"03159018";"Hattorf am Harz";"Gemeinden";"384,00";"334,85";"326,81";"306,94";"406,58";"489,74";"632,54";"738,86";"810,98"
"03159019";"Herzberg am Harz, Stadt";"Gemeinden";"465,85";"450,98";"571,83";"668,37";"668,95";"826,94";"928,61";"1.005,84";"1.258,33"
"03159020";"Hörden am Harz";"Gemeinden";"392,35";"359,76";"360,31";"368,19";"478,77";"687,31";"664,75";"895,50";"1.082,32"
"03159021";"Jühnde";"Gemeinden";"297,72";"304,02";"290,98";"277,99";"357,87";"429,81";"624,48";"769,99";"840,64"
"03159022";"Krebeck";"Gemeinden";"296,85";"325,92";"325,98";"322,11";"361,21";"482,31";"581,14";"804,95";"1.004,75"
"03159023";"Landolfshausen";"Gemeinden";"291,53";"293,09";"299,92";"258,43";"447,81";"486,54";"608,30";"676,92";"667,97"
"03159024";"Niemetal";"Gemeinden";"392,13";"381,33";"370,85";"276,71";"498,48";"616,15";"827,81";"921,04";"1.151,94"
"03159025";"Obernfeld";"Gemeinden";"295,62";"284,72";"300,58";"289,63";"350,46";"513,51";"493,87";"734,09";"697,94"
"03159026";"Osterode am Harz, Stadt";"Gemeinden";"534,28";"580,25";"648,62";"791,06";"1.107,20";"949,59";"1.312,27";"1.413,12";"1.323,72"
"03159027";"Rhumspringe";"Gemeinden";"344,26";"321,48";"366,76";"324,61";"370,18";"559,91";"551,98";"649,02";"706,33"
"03159028";"Rollshausen";"Gemeinden";"328,89";"253,49";"276,70";"291,97";"365,70";"483,83";"615,58";"886,85";"978,58"
"03159029";"Rosdorf";"Gemeinden";"432,29";"455,37";"427,28";"413,17";"547,58";"731,60";"864,24";"1.050,67";"1.184,13"
"03159030";"Rüdershausen";"Gemeinden";"301,51";"295,89";"294,98";"258,40";"327,74";"439,68";"577,92";"768,68";"793,75"
"03159031";"Scheden";"Gemeinden";"391,00";"398,46";"376,40";"457,10";"441,37";"632,00";"679,43";"906,05";"1.181,01"
"03159032";"Seeburg";"Gemeinden";"307,69";"339,04";"319,56";"309,82";"459,65";"530,90";"624,93";"881,15";"1.066,08"
"03159033";"Seulingen";"Gemeinden";"351,84";"358,57";"348,57";"353,51";"442,01";"525,93";"626,19";"815,73";"1.001,06"
"03159034";"Staufenberg";"Gemeinden";"454,83";"446,73";"423,28";"458,17";"512,44";"653,10";"771,23";"1.105,78";"1.213,90"
"03159035";"Waake";"Gemeinden";"401,59";"348,56";"372,64";"345,52";"411,81";"518,63";"671,62";"773,46";"893,29"
"03159036";"Walkenried";"Gemeinden";"378,65";"516,34";"477,28";"413,67";"512,03";"483,25";"717,45";"786,92";"996,82"
"03159037";"Wollbrandshausen";"Gemeinden";"305,23";"344,36";"371,39";"335,89";"507,27";"570,96";"498,32";"804,28";"957,90"
"03159038";"Wollershausen";"Gemeinden";"284,71";"232,02";"234,67";"200,41";"343,48";"405,12";"437,87";"455,73";"540,07"
"03159039";"Wulften am Harz";"Gemeinden";"465,34";"340,71";"380,49";"338,83";"439,63";"580,37";"748,15";"890,69";"946,55"
"03159501";"Harz (Landkreis Göttingen), gemfr. Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"03241001";"Hannover, Landeshauptstadt";"Gemeinden";"972,73";"1.131,62";"1.042,48";"1.206,53";"1.191,91";"1.648,98";"1.870,97";"2.083,70";"2.963,92"
"03241002";"Barsinghausen, Stadt";"Gemeinden";"521,55";"510,03";"558,95";"585,26";"639,83";"855,04";"1.035,83";"1.115,42";"1.246,41"
"03241003";"Burgdorf, Stadt";"Gemeinden";"538,10";"504,23";"544,09";"534,88";"654,27";"745,55";"922,33";"1.140,04";"1.263,31"
"03241004";"Burgwedel, Stadt";"Gemeinden";"818,58";"673,13";"734,70";"981,95";"892,28";"1.323,78";"1.558,55";"2.196,18";"2.990,80"
"03241005";"Garbsen, Stadt";"Gemeinden";"561,65";"489,12";"532,79";"524,52";"587,89";"811,57";"926,63";"1.174,94";"1.274,86"
"03241006";"Gehrden, Stadt";"Gemeinden";"601,32";"498,54";"568,75";"568,55";"757,75";"897,28";"1.000,30";"1.172,50";"1.348,35"
"03241007";"Hemmingen, Stadt";"Gemeinden";"761,74";"615,70";"640,65";"619,13";"832,20";"951,74";"1.055,92";"1.159,66";"1.424,79"
